Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
120,Hahn,Sharon,riveratyler@example.org,26,F,746807181639,Tourisme,9833,Arrangement C.,CCT,2021-12-20,2023-01-01,2023-10-09,614503,CUST120,Amy Roth,1618,Société,Virement,REF120,4.99,1,2023-08-18
121,Pearson,James,emma72@example.org,29,M,796296226790,Tourisme,5708,Arrangement C.,CR,2020-12-11,2022-11-20,2023-08-01,330615,CUST121,Kelly Anderson,4074,Personnel,Versement,REF121,1.28,1,2022-07-31
122,Garrison,David,brandon61@example.com,32,M,688807852683,Transport,76162,CTX,CCT,2020-10-09,2022-12-10,2023-02-08,369522,CUST122,Brian Hunt,2416,Personnel,Virement,REF122,1.39,5,2022-06-22
123,Thornton,Mark,robin25@example.org,35,F,449003537230,Commerce et Dist.,51666,Arrangement C.,CR,2019-10-18,2022-10-26,2023-07-08,830833,CUST123,Donna Burns,1783,Personnel,Virement,REF123,1.5,2,2021-11-10
124,Williams,Nicole,zbanks@example.net,53,F,635984389345,Transport,14203,Arrangement C.,CCT,2022-11-25,2022-11-28,2022-11-05,957952,CUST124,Justin Cooley,3694,Personnel,Virement,REF124,1.72,1,2022-11-14
125,Eaton,Tiffany,kristin72@example.com,19,M,945134445275,Transport,67835,CTX,CR,2021-12-17,2023-02-08,2023-09-09,51667,CUST125,Donna Terrell,4832,Société,Versement,REF125,1.14,8,2022-03-26
126,Nguyen,Carmen,ghahn@example.net,62,F,944404383696,Transport,29857,CTX,CR,2020-10-04,2023-09-12,2023-01-23,792086,CUST126,Melanie Morris,247,Personnel,Retrait,REF126,3.17,10,2023-03-04
127,Welch,Michael,msolomon@example.com,51,F,855343562362,Transport,96016,Arrangement C.,CR,2021-07-29,2023-06-24,2023-04-25,356779,CUST127,Frank Roberson,437,Société,Versement,REF127,2.14,10,2023-08-13
128,Allison,Alice,kelly43@example.org,29,F,925244406912,Travaux Publics,89497,Arrangement C.,CR,2022-02-19,2022-12-11,2023-03-17,106914,CUST128,Brandy Collins,4546,TRE,Retrait,REF128,1.11,1,2022-02-02
129,Davis,Brett,hunter69@example.com,58,F,55715274355,Transport,97508,CTX,CCT,2023-01-11,2022-12-05,2023-07-29,943543,CUST129,John Walker,1985,Personnel,Retrait,REF129,2.48,5,2023-02-01
130,Robinson,Thomas,robertgilmore@example.org,49,F,32332279200,Autre activité,34724,CTX,CCT,2020-04-24,2023-02-24,2023-07-15,909025,CUST130,Leah Barrett,4435,Personnel,Retrait,REF130,1.42,5,2023-06-09
131,Chung,Christina,kevinsanders@example.org,47,F,248398248771,Transport,6396,Arrangement C.,CCT,2021-12-12,2023-09-24,2023-09-30,889050,CUST131,Alexander Bryant,3829,TRE,Retrait,REF131,2.93,1,2023-03-25
132,Davenport,Beth,vyu@example.net,43,F,366796118387,Agriculture,25849,CTX,CCT,2021-09-11,2023-02-21,2023-02-09,896142,CUST132,Sean Burch,2365,TRE,Versement,REF132,1.81,8,2022-12-15
133,Garza,Beverly,gentrydonald@example.org,50,M,580464032480,Autre activité,33578,Arrangement C.,CCT,2022-08-07,2022-12-11,2022-10-10,796623,CUST133,John Lee,4550,Société,Virement,REF133,4.96,6,2022-08-24
134,Bean,Jeff,qmorgan@example.net,63,F,44287230964,Agriculture,85468,CTX,CR,2023-08-31,2023-03-12,2023-01-16,473521,CUST134,Melissa Miller,508,Personnel,Retrait,REF134,1.14,3,2022-02-23
135,Castillo,Phillip,odavenport@example.org,23,F,648468174143,Travaux Publics,32218,CTX,CCT,2023-09-15,2023-10-06,2023-02-17,779058,CUST135,Kaitlyn Hill,4826,TRE,Versement,REF135,1.79,5,2022-07-04
136,Ryan,Amanda,tylerterrell@example.com,27,F,218953419318,Transport,74189,CTX,CCT,2019-03-23,2023-09-26,2023-07-15,831189,CUST136,Priscilla Hall,4868,Personnel,Virement,REF136,3.17,2,2023-05-28
137,Howard,Andrea,hannah66@example.net,64,F,515805372046,Travaux Publics,92847,CTX,CCT,2023-08-01,2023-06-24,2023-07-07,342806,CUST137,Adam Castillo,4894,Personnel,Versement,REF137,4.45,5,2022-05-01
138,Murphy,Patrick,ericwallace@example.org,27,M,200607952941,Commerce et Dist.,54576,Arrangement C.,CR,2021-10-29,2023-01-05,2022-11-13,849069,CUST138,Christina Landry,2486,Société,Versement,REF138,4.74,6,2022-03-23
139,Patel,Christopher,orose@example.com,34,M,136013096298,Commerce et Dist.,13532,Arrangement C.,CCT,2022-03-21,2023-04-29,2023-02-02,91412,CUST139,Ann Miller,2498,Personnel,Retrait,REF139,3.19,10,2023-05-01
140,Martin,Lauren,oowens@example.com,35,F,682448805877,Tourisme,12482,CTX,CCT,2023-01-26,2022-10-27,2023-08-27,474997,CUST140,Timothy Riddle,1864,Personnel,Retrait,REF140,2.33,4,2022-08-07
141,Stuart,Ebony,castroabigail@example.net,22,M,592181235436,Transport,41187,CTX,CR,2023-01-20,2023-01-15,2023-02-09,942588,CUST141,Katherine Mullins,2243,Personnel,Virement,REF141,3.94,1,2022-04-09
142,Mccarty,Ann,ojohnson@example.net,30,M,656330737502,Commerce et Dist.,95734,CTX,CR,2022-06-07,2022-10-24,2023-10-01,415591,CUST142,Kathryn Chapman,3958,Personnel,Versement,REF142,2.37,10,2022-11-16
143,Lee,Janet,elizabetholsen@example.org,59,M,936902279177,Transport,21934,Arrangement C.,CR,2023-09-23,2023-08-14,2023-03-29,507387,CUST143,Debra Brooks,4983,Personnel,Versement,REF143,1.37,9,2023-08-19
144,Hansen,Michael,michaelwalker@example.net,30,M,893132265473,Commerce et Dist.,17420,Arrangement C.,CR,2021-05-09,2023-02-14,2022-10-20,264026,CUST144,Bethany Hale,4252,Société,Versement,REF144,4.79,5,2023-07-19
145,Davis,Jennifer,diane42@example.com,36,M,723745692782,Travaux Publics,32687,CTX,CCT,2020-10-27,2023-08-29,2023-03-11,642293,CUST145,Robert Bailey,4608,TRE,Retrait,REF145,2.74,4,2022-01-19
146,Donaldson,Ashley,joanne27@example.com,38,M,214561675811,Santé,98781,Arrangement C.,CR,2020-07-03,2023-06-06,2023-06-24,347957,CUST146,Kimberly Rivers,4421,Personnel,Retrait,REF146,3.41,5,2022-11-25
147,Perry,David,howelldonald@example.com,46,M,140349953333,Travaux Publics,79423,Arrangement C.,CR,2022-04-15,2023-01-31,2022-11-03,226769,CUST147,Amanda Choi,3744,TRE,Retrait,REF147,1.22,4,2021-11-25
148,Lee,Cindy,garciasavannah@example.com,49,F,390921351126,Transport,34277,CTX,CCT,2022-11-27,2023-06-03,2023-09-19,662055,CUST148,Leslie Curry,3015,TRE,Versement,REF148,2.23,2,2022-03-14
149,Lucas,Christopher,emilywalters@example.com,27,M,158599170777,Transport,72343,Arrangement C.,CR,2019-05-12,2023-06-06,2022-12-20,81639,CUST149,Katherine Keith,4951,Personnel,Versement,REF149,2.82,7,2023-08-24
150,Frazier,William,dylanwoods@example.org,26,F,774831732460,Transport,34951,CTX,CCT,2020-09-28,2023-02-10,2022-11-26,419777,CUST150,Sherry Dixon,4254,Société,Retrait,REF150,3.25,4,2023-04-29
151,Roth,Thomas,smitchell@example.net,59,M,523077053466,Agriculture,18792,CTX,CR,2020-07-27,2023-01-29,2023-07-13,587658,CUST151,Kelly Deleon,3340,TRE,Retrait,REF151,4.59,10,2023-05-14
152,Payne,Nicholas,susanfaulkner@example.org,28,F,890468331435,Autre activité,56995,CTX,CCT,2021-04-26,2023-01-27,2022-10-31,842144,CUST152,Michael Beasley,2511,TRE,Versement,REF152,3.79,7,2021-12-20
153,Waller,Kevin,reneeconner@example.net,31,F,634472597038,Autre activité,3892,Arrangement C.,CCT,2022-03-07,2023-07-17,2023-09-16,740065,CUST153,Candice White,4915,Personnel,Virement,REF153,4.77,9,2021-11-20
154,Hill,Michelle,villarrealsherry@example.net,69,F,771949251919,Transport,78497,CTX,CR,2019-12-27,2023-08-02,2023-07-11,194641,CUST154,Eric Padilla,3322,Société,Versement,REF154,3.64,10,2023-02-18
155,Hunt,John,curtismoore@example.net,40,M,341682158423,Agriculture,94716,Arrangement C.,CCT,2021-06-09,2023-05-01,2023-07-21,520099,CUST155,Jasmine Spencer,1066,Société,Versement,REF155,2.79,5,2023-03-01
156,Holland,William,jrowe@example.com,53,M,399997008333,Commerce et Dist.,12982,Arrangement C.,CCT,2019-09-13,2023-03-18,2023-05-14,432264,CUST156,Devin Mcfarland,2388,Société,Versement,REF156,3.58,9,2023-06-19
157,Horton,Victoria,jessica84@example.org,29,M,681166800735,Travaux Publics,34421,Arrangement C.,CCT,2021-03-26,2023-05-19,2023-09-04,52232,CUST157,April Ray,2971,TRE,Versement,REF157,1.47,4,2023-05-24
158,Anderson,Lisa,johnclements@example.org,70,F,707806945101,Travaux Publics,79534,Arrangement C.,CR,2021-01-26,2023-05-30,2023-06-26,470396,CUST158,Debbie Compton,4952,Personnel,Retrait,REF158,3.47,3,2022-07-22
159,Williams,Douglas,ashley25@example.org,63,F,7653659232,Tourisme,68688,CTX,CR,2022-01-23,2023-09-09,2023-10-07,510567,CUST159,Jennifer Moore,2928,Personnel,Retrait,REF159,4.34,6,2021-12-20
160,Taylor,David,jacob99@example.com,42,F,505009278203,Commerce et Dist.,86273,Arrangement C.,CCT,2021-02-07,2023-05-20,2023-07-29,495797,CUST160,Barry Holmes,2822,Société,Virement,REF160,3.7,2,2023-09-14
161,Daniels,Holly,wendyphillips@example.org,56,F,757496102673,Commerce et Dist.,4307,CTX,CCT,2020-07-13,2022-12-21,2023-05-15,471684,CUST161,Kara Hughes,3231,Personnel,Virement,REF161,1.58,6,2022-09-29
162,Baird,Noah,petersonmelissa@example.net,48,M,301599658167,Agriculture,13498,Arrangement C.,CCT,2022-04-20,2023-05-16,2023-10-01,975360,CUST162,Holly Munoz,552,Société,Virement,REF162,1.37,3,2022-09-19
163,Cook,Christopher,lopezjesus@example.com,33,F,231796530879,Tourisme,39975,CTX,CR,2023-04-23,2023-06-03,2023-05-03,296657,CUST163,Bianca Mitchell,475,Société,Versement,REF163,4.27,7,2021-11-16
164,Hawkins,Sheri,megan94@example.net,27,M,847097030264,Travaux Publics,47466,CTX,CCT,2022-05-30,2023-06-09,2023-06-29,427085,CUST164,Randy Huynh,3340,Personnel,Versement,REF164,3.8,8,2023-02-03
165,Luna,Jeffrey,colemichael@example.com,33,M,850250001204,Transport,64802,Arrangement C.,CCT,2020-06-27,2023-01-11,2023-07-13,235452,CUST165,Dawn Thomas,817,Personnel,Retrait,REF165,3.76,9,2022-07-30
166,Brown,Gregg,thomasmark@example.com,29,M,405928191337,Tourisme,61654,CTX,CCT,2020-11-10,2023-04-26,2023-02-16,637264,CUST166,Richard York,887,Personnel,Virement,REF166,4.93,7,2023-04-19
167,Smith,Adam,smithcurtis@example.com,45,F,146702705976,Travaux Publics,8876,CTX,CR,2020-07-01,2023-03-13,2023-08-03,189796,CUST167,Stacy Barnes,3760,Personnel,Versement,REF167,1.99,4,2023-01-12
168,Peterson,Miranda,jacksonloretta@example.com,44,M,569744094725,Autre activité,93276,Arrangement C.,CR,2021-09-04,2023-06-18,2023-02-17,638752,CUST168,Anna Mason,1877,TRE,Virement,REF168,2.27,4,2022-08-04
169,Schultz,Pamela,robertogriffin@example.org,70,F,663283585674,Santé,80549,CTX,CCT,2023-03-22,2023-05-31,2022-12-02,777954,CUST169,Breanna Johnston,4114,Société,Versement,REF169,4.88,1,2021-12-29
170,Williams,Mallory,banderson@example.net,38,F,981880823101,Agriculture,22830,CTX,CCT,2021-08-01,2023-08-30,2022-11-15,265558,CUST170,Aaron Sharp,3571,Société,Retrait,REF170,4.75,5,2023-04-22
171,Conway,Pamela,ashley32@example.net,63,F,821661285591,Tourisme,68079,CTX,CR,2023-08-09,2023-02-28,2022-12-30,241143,CUST171,Carolyn Schaefer,3322,Personnel,Retrait,REF171,1.86,3,2022-11-23
172,Thomas,Dawn,pwaller@example.org,30,M,947548376314,Agriculture,38324,Arrangement C.,CCT,2021-03-21,2022-10-28,2023-08-09,666587,CUST172,Emily Smith,3588,TRE,Retrait,REF172,1.72,5,2022-03-07
173,Cooper,Joseph,jamiemunoz@example.com,70,F,612811971798,Santé,52362,CTX,CR,2023-09-17,2022-11-21,2022-10-23,168578,CUST173,Elizabeth Hoffman,4395,Personnel,Virement,REF173,4.42,1,2022-01-12
174,Johnson,Gregory,robert36@example.net,63,F,547904542651,Autre activité,94695,Arrangement C.,CCT,2022-10-05,2023-06-02,2022-10-12,66168,CUST174,Vincent Mitchell,1830,TRE,Virement,REF174,4.5,9,2023-09-09
175,Gardner,Eric,ugill@example.org,41,M,573035974497,Tourisme,2541,CTX,CCT,2023-01-28,2023-03-31,2022-12-22,918865,CUST175,Cindy Le,4062,Personnel,Retrait,REF175,1.49,10,2022-12-11
176,Simmons,Lindsey,sarah00@example.org,49,M,404865126046,Santé,17638,CTX,CCT,2022-09-21,2023-01-10,2023-07-20,543663,CUST176,Jessica Little MD,4931,TRE,Versement,REF176,3.56,8,2022-03-24
177,Chang,Nicole,joseph99@example.net,48,F,137246798554,Autre activité,71368,CTX,CCT,2018-12-15,2023-02-10,2023-01-01,252255,CUST177,Amy Garcia,921,Société,Versement,REF177,3.45,1,2023-09-01
178,Howard,April,zyates@example.net,59,M,268422716669,Transport,95814,Arrangement C.,CR,2020-12-29,2023-01-25,2022-11-17,504697,CUST178,Tiffany Wells,239,Société,Versement,REF178,3.44,6,2023-04-04
179,Rogers,John,brianmcdonald@example.com,26,F,548400506066,Santé,72092,CTX,CCT,2022-12-21,2023-03-12,2023-06-26,763492,CUST179,Peter Oneal,1532,TRE,Virement,REF179,3.58,5,2023-09-28
180,Walls,Susan,scottwhite@example.net,54,M,793425858572,Tourisme,95862,Arrangement C.,CCT,2022-06-26,2023-08-17,2023-02-02,880438,CUST180,Alexandria Alvarez,3993,Personnel,Virement,REF180,3.41,8,2022-01-13
181,Burton,Jennifer,jaredfields@example.com,69,F,725054568643,Tourisme,30897,Arrangement C.,CCT,2020-09-04,2023-08-26,2023-02-03,90182,CUST181,Dr. Ashley Hunter MD,3063,Personnel,Retrait,REF181,3.76,1,2023-09-23
182,Bell,Tiffany,elainedavis@example.net,46,M,921075472374,Tourisme,75105,CTX,CCT,2021-09-19,2023-07-16,2022-10-22,688885,CUST182,David Greene,3928,Personnel,Retrait,REF182,3.13,3,2023-02-05
183,Pittman,Evan,carolhughes@example.com,31,M,598354986064,Travaux Publics,75324,CTX,CR,2020-04-30,2023-08-06,2023-08-26,776305,CUST183,Scott Cline,1786,TRE,Versement,REF183,1.87,1,2022-01-24
184,Griffin,Kendra,brenda87@example.net,23,F,961759086360,Transport,33311,CTX,CR,2022-11-04,2023-10-01,2023-02-27,472257,CUST184,William Foster,1406,Personnel,Virement,REF184,2.28,7,2022-06-25
185,Moore,Kristina,peter93@example.com,21,M,844498601043,Agriculture,48537,CTX,CCT,2021-04-20,2023-04-13,2023-09-21,925845,CUST185,Brian Marshall,1540,TRE,Virement,REF185,3.22,10,2022-07-17
186,Mcdaniel,Cynthia,floresvanessa@example.org,50,F,332026154927,Commerce et Dist.,29662,CTX,CCT,2021-11-07,2023-09-07,2022-12-29,80175,CUST186,Christopher Lewis,2782,TRE,Versement,REF186,2.39,3,2022-10-24
187,Wells,Michael,james60@example.org,64,F,372152828288,Autre activité,24267,CTX,CCT,2019-11-26,2023-03-26,2023-04-01,275173,CUST187,Gary Sandoval,4730,TRE,Virement,REF187,1.0,5,2023-04-03
188,Diaz,Steven,jennifercrawford@example.com,18,M,556218815616,Tourisme,2801,Arrangement C.,CCT,2020-12-15,2023-01-09,2022-11-22,770819,CUST188,Jeanette Reed,4985,TRE,Retrait,REF188,2.33,5,2021-12-23
189,Bush,David,jonathancruz@example.org,43,M,822730165959,Tourisme,93769,Arrangement C.,CR,2021-01-07,2022-12-06,2022-12-16,986831,CUST189,Dominique Meza,2714,Personnel,Retrait,REF189,1.09,7,2022-04-27
190,Hatfield,Kelly,ymcdowell@example.net,33,F,716952668948,Santé,4881,CTX,CR,2019-01-07,2023-06-11,2023-04-02,154995,CUST190,Tyler Torres DVM,3842,Société,Virement,REF190,2.04,6,2023-06-18
191,Jones,Paul,shepherdgabriel@example.org,39,F,638026400163,Santé,6476,Arrangement C.,CR,2022-03-22,2022-11-23,2023-08-05,588981,CUST191,Sarah Cook,2040,Société,Retrait,REF191,1.12,2,2023-08-09
192,Jacobson,Bethany,oliviajackson@example.net,60,F,349720977615,Transport,19923,CTX,CCT,2020-04-24,2023-05-28,2022-12-01,649787,CUST192,Ashley Clark,189,Société,Virement,REF192,1.29,2,2022-10-29
193,Wilson,Claudia,ustafford@example.net,48,M,331982507314,Transport,65471,CTX,CCT,2020-08-20,2023-09-09,2023-09-22,713031,CUST193,Erik Brown,1112,TRE,Virement,REF193,2.19,8,2022-12-14
194,Jones,Kim,kathleengutierrez@example.net,35,M,21809698183,Transport,12457,Arrangement C.,CR,2019-11-02,2023-08-10,2023-04-27,720438,CUST194,Patrick Serrano,4368,TRE,Virement,REF194,4.85,3,2022-08-11
195,Davidson,Bradley,campbellalicia@example.net,26,M,601487165091,Santé,39900,Arrangement C.,CR,2020-02-18,2023-04-27,2023-03-18,989605,CUST195,Daniel Baird,3131,TRE,Virement,REF195,3.46,7,2022-06-07
196,Rose,Brad,james98@example.com,34,M,690680892692,Autre activité,84783,Arrangement C.,CCT,2023-10-04,2023-09-07,2023-02-26,689328,CUST196,Donald Rogers,4974,Personnel,Versement,REF196,3.72,4,2022-12-25
197,Gutierrez,Kristi,jillchandler@example.com,36,M,867268444703,Transport,95921,CTX,CR,2022-04-29,2023-01-07,2022-12-05,772720,CUST197,Anthony Gonzalez,4368,Société,Versement,REF197,4.31,3,2023-01-08
198,Webb,Jennifer,reevesbrandon@example.org,19,F,235833699330,Travaux Publics,4403,Arrangement C.,CCT,2022-01-10,2023-04-10,2023-02-17,554915,CUST198,Catherine Snow,4690,TRE,Retrait,REF198,1.05,7,2022-04-03
199,Campos,Timothy,eaguilar@example.net,69,M,110015331723,Transport,42536,Arrangement C.,CR,2021-03-15,2023-09-27,2023-07-09,742069,CUST199,Whitney Johnson,2054,Personnel,Retrait,REF199,3.76,3,2022-04-12
200,Hicks,Scott,nathaniel08@example.com,59,M,600082874968,Autre activité,6379,CTX,CCT,2018-12-22,2023-03-15,2023-04-04,259823,CUST200,Allen Klein,2927,TRE,Versement,REF200,1.98,10,2023-03-02
201,Garcia,Patricia,swiley@example.com,39,F,519065325794,Autre activité,28756,Arrangement C.,CCT,2022-04-13,2023-07-08,2022-12-08,628000,CUST201,Joshua Wells,895,TRE,Retrait,REF201,3.21,3,2023-05-25
202,Mosley,Ann,shanemullen@example.net,46,M,920335235110,Travaux Publics,63835,CTX,CR,2022-03-24,2023-01-26,2023-01-21,32162,CUST202,Kelsey Parks DVM,4958,TRE,Versement,REF202,3.98,9,2022-08-06
203,Kennedy,Ann,tonya17@example.org,40,F,656742684274,Transport,39915,Arrangement C.,CR,2019-07-15,2023-09-19,2022-11-10,406952,CUST203,Carlos Rojas,724,Personnel,Versement,REF203,3.01,10,2023-03-05
204,Wilcox,Anthony,powersjessica@example.org,33,M,39950421217,Travaux Publics,10716,CTX,CCT,2021-04-04,2023-01-09,2023-06-24,434464,CUST204,Dustin Wilkins,4375,Personnel,Versement,REF204,2.52,10,2022-09-19
205,Bailey,Kristy,angelamorrison@example.com,44,M,457430209327,Transport,94660,Arrangement C.,CR,2021-11-05,2023-03-04,2023-02-15,184356,CUST205,Jacqueline Frey,2307,Société,Retrait,REF205,2.2,10,2022-01-03
206,Sanchez,Brittany,sherrycarlson@example.com,34,M,485201605243,Autre activité,23375,Arrangement C.,CR,2020-10-27,2023-06-29,2023-06-18,138309,CUST206,James Jacobs,2454,Société,Retrait,REF206,2.46,3,2023-02-15
207,Bowers,Timothy,kbarker@example.net,48,F,677078423241,Travaux Publics,12125,CTX,CR,2019-07-21,2022-11-02,2023-07-24,85923,CUST207,William Smith,4845,Personnel,Retrait,REF207,3.65,3,2022-04-25
208,Sandoval,Patrick,brendabest@example.net,38,M,110908070383,Tourisme,89813,CTX,CCT,2019-06-19,2023-10-06,2023-05-15,362835,CUST208,Patty Wong,4257,Personnel,Retrait,REF208,4.09,7,2021-12-15
209,Smith,Maria,vbennett@example.org,62,M,709445585278,Santé,779,Arrangement C.,CCT,2022-03-03,2023-01-31,2023-07-20,930052,CUST209,Jeremy Ayala,3503,Société,Retrait,REF209,3.66,10,2023-04-13
210,Bright,Karen,hawkinsmaria@example.org,69,F,938825701068,Autre activité,75989,Arrangement C.,CR,2023-01-11,2023-03-14,2023-03-31,164313,CUST210,Ashley Wilson,2599,Personnel,Versement,REF210,3.81,8,2023-04-08
211,Kelly,Brian,martindonna@example.net,45,M,708030878328,Travaux Publics,14259,CTX,CR,2022-04-09,2022-12-12,2023-07-25,383909,CUST211,Jesse Davis,4100,TRE,Retrait,REF211,2.97,10,2023-09-22
212,Simmons,Sandra,jlynch@example.org,34,F,189624992202,Tourisme,72206,Arrangement C.,CCT,2023-02-02,2023-05-26,2023-05-07,870225,CUST212,Karl Rodriguez,3514,Société,Versement,REF212,4.4,7,2023-09-18
213,Hooper,Christopher,vanessawallace@example.net,51,F,79759530500,Commerce et Dist.,42999,CTX,CCT,2020-05-28,2023-02-18,2023-01-17,891656,CUST213,Erin Newman,1075,TRE,Virement,REF213,2.79,5,2022-02-09
214,Powell,Diane,ywilliams@example.com,32,M,935011768958,Agriculture,8336,CTX,CCT,2022-05-02,2023-09-24,2023-07-02,675915,CUST214,Frank Huff,1096,Personnel,Retrait,REF214,1.91,3,2023-07-01
215,Villanueva,Brandon,umartinez@example.org,37,F,889749418841,Commerce et Dist.,22901,Arrangement C.,CCT,2018-12-23,2023-08-19,2023-03-17,333628,CUST215,Vanessa Zimmerman,1735,Société,Retrait,REF215,3.64,3,2022-08-27
216,Beasley,Daniel,hharrison@example.net,65,F,144507187055,Autre activité,52746,CTX,CR,2023-06-01,2022-12-09,2023-08-23,159895,CUST216,Alexandra Martin,4837,Société,Retrait,REF216,1.08,10,2021-10-22
217,Graham,Kara,harold46@example.org,64,M,716395837615,Agriculture,33372,CTX,CR,2020-05-27,2023-02-05,2023-06-28,674620,CUST217,Tyrone Parker,1720,Personnel,Virement,REF217,4.23,10,2021-11-13
218,Wheeler,Darrell,michelleortiz@example.org,36,M,927791456968,Autre activité,91956,Arrangement C.,CCT,2019-12-26,2022-11-28,2023-06-18,908996,CUST218,Gavin Day,1294,Société,Versement,REF218,4.64,4,2021-11-16
219,Abbott,Samantha,diazkim@example.org,25,M,559717223738,Transport,52585,Arrangement C.,CCT,2021-07-18,2023-06-22,2023-03-28,133477,CUST219,Rodney Russell,133,Personnel,Retrait,REF219,2.67,6,2022-06-11
220,Hobbs,Sara,anthonymitchell@example.org,34,F,913122738195,Commerce et Dist.,52427,CTX,CCT,2020-12-31,2023-06-11,2023-04-10,271936,CUST220,Joshua Peterson,4383,Société,Versement,REF220,1.09,1,2023-06-09
221,Clark,Taylor,wilsonwilliam@example.net,19,M,982860145797,Travaux Publics,23655,CTX,CCT,2021-11-21,2022-11-16,2023-01-06,937157,CUST221,Rebecca Murphy,761,TRE,Virement,REF221,3.25,7,2023-07-19
222,Carr,Douglas,justin94@example.com,22,M,738607621707,Santé,12247,CTX,CCT,2021-04-30,2023-04-28,2023-04-28,398501,CUST222,Randall Medina,4398,Personnel,Virement,REF222,3.99,4,2023-01-22
223,Gonzales,Benjamin,cameronmolly@example.net,22,M,721201151145,Travaux Publics,93121,CTX,CR,2019-02-27,2023-01-08,2023-07-08,277361,CUST223,Thomas Mccoy,2460,TRE,Virement,REF223,2.88,10,2023-08-02
224,Johnson,Maria,randallthomas@example.org,61,F,45319192580,Transport,45693,CTX,CCT,2022-09-25,2022-11-07,2023-07-25,430507,CUST224,Miguel Anderson,4041,Société,Versement,REF224,4.21,2,2023-06-15
225,Jenkins,Samantha,normanwhite@example.org,36,M,908502650364,Commerce et Dist.,61441,CTX,CCT,2023-09-29,2022-11-14,2023-02-12,402173,CUST225,Brian Adams,2924,Personnel,Versement,REF225,1.2,2,2023-08-10
226,Young,Jessica,crystal32@example.net,23,M,259011810095,Tourisme,8113,Arrangement C.,CCT,2022-01-05,2022-11-15,2023-06-14,843210,CUST226,Deborah Salazar,3353,Personnel,Virement,REF226,1.76,10,2022-11-14
227,Lee,Tammy,gscott@example.net,50,M,196792388744,Travaux Publics,62543,Arrangement C.,CR,2020-01-31,2023-02-03,2023-09-29,393343,CUST227,Taylor Stewart MD,4247,Société,Retrait,REF227,4.02,1,2022-01-26
